"Код;Наименование;Уровень1;Уровень2;Уровень3;Цена;ЦенаСП;Количество;Поля свойств;Совместные покупки;Единица измерения;Картинка;Выводить на главной;Описание"
"Б0000602;ВДАК интерьернаяуниверсал 14кг  \Текс\;ЛакиКраски;Воднодисперсионные краски;;71725;70215;1;;;шт;4680;0;Супербелая. Экологически чистая. Удобна в нанесении. Образует прочное паропроницаемоедолговечное покрытие. Матовая. Предназначена для окраски стен и потолков внутри сухих помещений."
"Б0000605;ВДАК моющаясяуниверсал 14кг  Хамелеон;ЛакиКраски;Воднодисперсионные краски;;71250;69750;2;;;шт;;0;"
"Б0026199;ВДАК фасадная  белая 14кг \Хамелеон\;ЛакиКраски;Воднодисперсионные краски;;66025;64635;05.01;;;шт;;0;"
"ДХ1550;ВДАК фасадная белая матовая стирол-акрил. с силиконами10л Sakret FM;ЛакиКраски;Воднодисперсионные краски;;255740;250356;3;;;шт;;0;"
"Б0003498;Пастаколер  №01лимонно-желтый  01л  ПалИж;ЛакиКраски;Колер;;3040;2976;14;;;шт;;0;"
"Б0001218;Пастаколер  №02 зол.-желтый  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;10;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0001415;Пастаколер  №03 бежевый  01л \ПалИж;ЛакиКраски;Колер;;3420;3348;1;;;шт;;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0002922;Пастаколер  №04 кофейный  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;6;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0001219;Пастаколер  №06 апельсиновый   01л  \ПалИж\;ЛакиКраски;Колер;;3040;2976;11;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0002359;Пастаколер  №08 красно-коричн.  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;12;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0002380;Пастаколер  №09 светло-коричн.  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;9;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0001846;Пастаколер  №10 ярко-желтый 01л  \ПалИж\;ЛакиКраски;Колер;;3040;2976;4;;;шт;;0;"
"Б0003173;Пастаколер  №11 желто-коричневый 01л  \ПалИж\;ЛакиКраски;Колер;;3040;2976;14;;;шт;;0;"
"Б0002783;Пастаколер  №13 салатовый  01л \ПалИж\;ЛакиКраски;Колер;;3420;3348;11;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0002489;Пастаколер  №14 фисташковый  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;8;;;шт;;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0003224;Пастаколер  №15 морская волна  01л \ПалИж\;ЛакиКраски;Колер;;3420;3348;13;;;шт;;0;Экологически чистый колер для лакокрасочных материалов на водной основе. Применяется для внутренних и наружных работ. Матовый колер предназначен для тонирования всех видов красокшпатлёвок и декоративных штукатурок на водной основе. Расход 6-9 кв.м/л"
"Б0002643;Пастаколер  №17 синий  01л \ПалИж\;ЛакиКраски;Колер;;3420;3348;4;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0000769;Пастаколер  №18 черный  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;3;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0000660;Пастаколер  №22 фиалка  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;28;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0001375;Пастаколер  №23 коралл  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;10;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0000659;Пастаколер  №25 персик  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;3;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0002921;Пастаколер  №27 зеленый  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;6;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0001991;Пастаколер  №28  слива  01л \ПалИж\;ЛакиКраски;Колер;;3040;2976;11;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0002812;Пастаколер №15 бежевый  075л \Текс\;ЛакиКраски;Колер;;16625;16275;2;;;шт;;0;"
"Б0001857;Пастаколер №6 синий 075л \ТЕКС\;ЛакиКраски;Колер;;16150;15810;3;;;шт;sd_00216;0;Для колерования эмалейвододисперсионных и масляных красоксухих строительных смесейрастворовпобелочных и других составов."
"Б0002429;Пастаколер черный  №11  075 л  \Текс\;ЛакиКраски;Колер;;15200;14880;3;;;шт;;0;"
"ДХ1514;Пропитка \МОКРЫЙ КАМЕНЬ\ 1л Sakret VSI;ЛакиКраски;Лакипропитки;;34675;33945;3;Расход:5-10м2/л;;шт;;0;Пропитка применяется в качестве обеспыливателя для бетонных полов. Также наносится на искусственный и натуральный камни-в качестве декоративного покрытия (придает эффект \""мокрого камня\""), упрочняет поверхность."
"ДХ1515;Пропитка \МОКРЫЙ КАМЕНЬ\ 3л Sakret VSI;ЛакиКраски;Лакипропитки;;94050;92070;2;Расход:5-10м2/л;;шт;;0;Пропитка применяется в качестве обеспыливателя для бетонных полов. Также наносится на искусственный и натуральный камни-в качестве декоративного покрытия (придает эффект \""мокрого камня\""), упрочняет поверхность."
